城市,区域,公司全名,公司简称,公司规模,融资阶段,职位名称,工资,工作经验,学历要求,职位福利,行业,发布时间
北京,海淀区,北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,搜狗地图-数据分析师-北京-03405,5k-6k,不限,大专,弹性上下班,工具,2019/7/17 15:55
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析师-直播方向,15k-30k,3-5年,本科,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,2019/8/13 8:19
北京,海淀区,北京金山办公软件股份有限公司,金山办公软件,2000人以上,上市公司,高级数据分析师,20k-35k,3-5年,本科,"技术提升,14薪以上,提供三餐,年度旅行",移动互联网,2019/8/14 17:40
北京,海淀区,北京嘀嘀无限科技发展有限公司,滴滴,2000人以上,不需要融资,数据分析经理,25k-35k,不限,本科,不打卡弹性工作、周末双休、扁平化管理,汽车丨出行,2019/8/1 15:49
北京,海淀区,北京易车互联信息技术有限公司,易车公司,2000人以上,上市公司,数据分析实习生,3k-4k,不限,本科,发展前景好 领导超nice,"移动互联网,电商",2019/7/31 16:43
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,商业产品实习生-数据分析,4k-5k,不限,本科,弹性工作，免费三餐，餐补，租房补贴,文娱丨内容,2019/8/12 13:07
北京,海淀区,小船出海教育科技（北京）有限公司,作业帮,2000人以上,D轮及以上,数据分析专员,12k-18k,1-3年,本科,免费三餐、企业打车、上升空间,工具,2019/8/8 10:43
北京,海淀区,北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,高级数据分析师,25k-50k,5-10年,本科,?核心团队、精英文化、优秀的团队氛围,文娱丨内容,2019/8/12 19:22
北京,海淀区,同盾科技有限公司,同盾科技,500-2000人,C轮,高级数据分析师（保险）,25k-35k,5-10年,本科,"五险一金,带薪年假,发展空间大,弹性工作","信息安全,数据服务",2019/8/14 17:11
北京,海淀区,北京果粒科技有限公司,果粒科技,50-150人,A轮,高级数据分析师,20k-35k,5-10年,本科,"项目奖金，五险一金,期权,多样福利","移动互联网,金融",2019/8/14 9:41
北京,海淀区,杭州绿湾网络科技有限公司,绿湾科技,150-500人,B轮,高级数据分析师,20k-35k,3-5年,不限,全额社保；商业保险；各种补贴；下午茶等,"企业服务,数据服务",2019/8/13 14:17
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析师-增长方向,10k-20k,1-3年,本科,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,2019/8/13 8:17
北京,海淀区,小船出海教育科技（北京）有限公司,作业帮,2000人以上,D轮及以上,资深数据分析师,20k-40k,3-5年,本科,七险一金 免费三餐 企业打车,工具,2019/7/23 11:10
北京,海淀区,北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,商业化数据分析师,15k-30k,不限,本科,团队大牛多，福利奖金多,工具,2019/8/13 20:20
北京,海淀区,北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,数据分析咨询师,10k-15k,3-5年,本科,年底奖金 独栋办公楼 福利多多,"数据服务,企业服务",2019/8/14 10:46
北京,海淀区,北京百家互联科技有限公司,跟谁学,2000人以上,上市公司,高级数据分析师,20k-40k,3-5年,本科,六险一金，年终奖金，8天带薪年假,"移动互联网,教育",2019/8/14 16:19
北京,海淀区,会找房（北京）网络技术有限公司,会分期,150-500人,D轮及以上,高级数据分析师(J10205),15k-30k,3-5年,本科,五险一金+14薪+弹性工作,"移动互联网,金融",2019/8/14 17:42
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析师-KOL方向,10k-20k,3-5年,本科,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,2019/8/13 8:25
北京,海淀区,小船出海教育科技（北京）有限公司,作业帮,2000人以上,D轮及以上,高级数据分析工程师(J12372),28k-55k,不限,本科,七险一金，三餐免费，交通补助，节假福利,工具,2019/8/14 20:02
北京,海淀区,精硕科技（北京）股份有限公司,AdMaster,2000人以上,不需要融资,高级数据分析师(J10149),8k-14k,1-3年,本科,空间大 平台好 福利多,数据服务,2019/8/14 17:00
北京,海淀区,北京金山办公软件股份有限公司,金山办公软件,2000人以上,上市公司,高级数据分析师,15k-25k,3-5年,本科,"六险一金,三餐免费,免费下午茶,各种团建",移动互联网,2019/8/14 17:48
北京,海淀区,北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,高级数据分析师,30k-50k,5-10年,本科,团队大牛多，福利奖金多,工具,2019/8/13 20:20
北京,海淀区,北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,高级数据分析师,20k-40k,3-5年,本科,?核心团队、精英文化、优秀的团队氛围,文娱丨内容,2019/8/12 19:22
北京,海淀区,北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,高级数据分析师,25k-40k,3-5年,不限,大平台,教育,2019/8/14 11:15
北京,海淀区,百融云创科技股份有限公司,百融云创,500-2000人,C轮,高级数据分析师,15k-30k,1-3年,本科,"年底双薪,年度旅游,带薪年假,绩效奖励",金融,2019/8/14 10:04
北京,海淀区,同盾科技有限公司,同盾科技,500-2000人,C轮,高级数据分析师（保险）-北京-00853,18k-36k,3-5年,本科,机会,"信息安全,数据服务",2019/8/14 17:11
北京,海淀区,上海基分文化传播有限公司,趣头条,500-2000人,上市公司,高级数据分析师,20k-40k,3-5年,不限,"B轮融资,创业平台,氛围好,发展速度快",文娱丨内容,2019/7/30 16:51
北京,海淀区,北京小川在线网络技术有限公司,最右,150-500人,C轮,用户增长数据分析师,25k-50k,3-5年,本科,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,2019/7/31 14:30
北京,海淀区,北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,平台数据分析师,20k-35k,3-5年,本科,6险一金 12天年假,文娱丨内容,2019/8/13 23:50
北京,海淀区,昆仑智汇数据科技（北京）有限公司,K2DATA,150-500人,B轮,高级数据分析师,15k-25k,3-5年,硕士,"行业风口,大牛带路,扁平化,环境好",数据服务,2019/8/2 9:31
北京,海淀区,北京易车互联信息技术有限公司,易车公司,2000人以上,上市公司,高级数据分析师,20k-30k,1-3年,本科,晋升空间大，领导超nice,"移动互联网,电商",2019/7/31 16:43
北京,海淀区,北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,战略合作部-数据分析师 (MJ002655),15k-30k,3-5年,本科,"有挑战业务,智能营销,团队融洽",工具,2019/8/14 8:32
北京,海淀区,爱笔（北京）智能科技有限公司,Aibee,150-500人,A轮,商业数据分析师,30k-50k,3-5年,本科,发展前景好/六险一金/午晚餐/技术大牛,"移动互联网,企业服务",2019/8/13 11:46
北京,海淀区,联想（北京）有限公司,联想集团,2000人以上,上市公司,市场数据分析,25k-30k,3-5年,本科,"大平台,弹性工作制,周末双休,带薪年假","移动互联网,数据服务",2019/8/14 9:40
北京,海淀区,新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,00070-数据分析师,15k-30k,1-3年,本科,"六险一金,免费班车,免费健身房",文娱丨内容,2019/8/13 10:00
北京,海淀区,北京博雅大智慧科技有限公司,博雅大数据学院,50-150人,未融资,数据分析实习生,4k-6k,应届毕业生,硕士,"餐补,交通补",教育,2019/8/14 11:32
北京,海淀区,微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,数据科学家/数据分析师 /Data Scienti,50k-80k,5-10年,本科,"大平台福利,六险一金,出境游,带薪年假",文娱丨内容,2019/8/9 13:31
北京,海淀区,北京小米科技有限责任公司,小米,2000人以上,D轮及以上,小米贷款数据分析师---产品团队,15k-29k,不限,本科,上市公司 年终奖 餐补,硬件,2019/8/1 17:32
北京,海淀区,北京天衍融信科技有限公司,天衍融信,15-50人,未融资,数据分析师,20k-35k,1-3年,本科,舒适优雅的工作环境，人性化的管理,"移动互联网,数据服务",2019/8/13 14:59
北京,海淀区,北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,平台数据分析师,18k-35k,3-5年,本科,六险一金、超长年假、轻松的工作环境,文娱丨内容,2019/8/14 14:00
北京,海淀区,北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,商业分析中心-数据分析leader,25k-45k,5-10年,本科,"有挑战业务,智能营销,团队融洽",工具,2019/8/14 8:32
北京,海淀区,微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,数据分析师（数据产品经理）,25k-35k,3-5年,本科,"带薪年假,大平台福利,六险一金,出境游",文娱丨内容,2019/8/14 11:24
北京,海淀区,新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,数据分析师,13k-25k,1-3年,本科,"核心部门,推荐",文娱丨内容,2019/8/12 14:33
北京,海淀区,厦门美图之家科技有限公司,美图公司,2000人以上,上市公司,美颜相机高级数据分析师,18k-36k,1-3年,本科,上市公司、扁平化管理、氛围浓厚，大牛环绕,硬件,2019/8/9 9:19
北京,海淀区,北京达佳互联信息技术有限公司,快手,2000人以上,D轮及以上,游戏数据分析师,15k-25k,3-5年,本科,提供美味的午餐、晚餐和下午茶，工作环境优,文娱丨内容,2019/8/9 21:56
北京,海淀区,度小满科技（北京）有限公司,度小满金融,500-2000人,A轮,商业数据分析,25k-50k,5-10年,本科,福利待遇 发展空间 团队氛围,金融,2019/7/26 17:05
北京,海淀区,人人贷商务顾问（北京）有限公司,人人贷,2000人以上,A轮,风险数据分析师（数据挖掘）,15k-25k,1-3年,不限,五险一金；年度体检；福利补贴；合规合法,金融,2019/8/14 17:56
北京,海淀区,北京中交兴路信息科技有限公司,中交兴路,500-2000人,未融资,商业数据分析师,10k-15k,1-3年,本科,福利好,"消费生活,移动互联网",2019/7/23 13:15
北京,海淀区,小船出海教育科技（北京）有限公司,作业帮,2000人以上,D轮及以上,数据分析实习生,3k-4k,应届毕业生,本科,免费三擦,工具,2019/8/14 21:05
北京,海淀区,北京市海淀区私立新东方学校,新东方,2000人以上,上市公司,数据分析师,10k-15k,1-3年,本科,运营分析、深入业务,教育,2019/8/14 10:42
北京,海淀区,神州数码医疗科技股份有限公司,神州数码医疗,150-500人,不需要融资,数据分析主管,20k-30k,5-10年,本科,带薪年假 六险一金 周末双休,"医疗丨健康,数据服务",2019/8/1 10:46
北京,海淀区,北京开课吧科技有限公司,开课吧,500-2000人,C轮,数据分析助教,8k-12k,1-3年,本科,五险一金，弹性工作制，股权机制,"移动互联网,教育",2019/8/9 14:23
北京,海淀区,北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,商业分析中心-数据分析师,15k-30k,不限,不限,"有挑战业务,智能营销,团队融洽",工具,2019/8/14 8:32
北京,海淀区,新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,数据分析师,13k-25k,1-3年,本科,技术氛围浓厚、大平台、六险一金,文娱丨内容,2019/8/9 14:59
北京,海淀区,微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,资深数据分析工程师,30k-45k,3-5年,本科,"上市公司,福利待遇好,发展前景好",文娱丨内容,2019/8/12 15:34
北京,海淀区,北京快快网络技术有限公司,真融宝,150-500人,B轮,校招-数据分析实习生,3k-5k,应届毕业生,本科,潜力平台，宽松氛围，畅通的发展通道,金融,2019/8/14 15:01
北京,海淀区,北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,数据分析实习生,4k-5k,应届毕业生,本科,"发展空间,核心业务,16薪,团队一流",旅游,2019/8/12 17:55
北京,海淀区,中国质量协会,CAQ,150-500人,不需要融资,数据分析岗,9k-12k,应届毕业生,硕士,五险一金；绩效奖金；福利补贴；早九晚五,企业服务,2019/8/9 9:23
北京,海淀区,腾讯科技(北京)有限公司,腾讯,2000人以上,上市公司,数据分析师,15k-20k,应届毕业生,本科,发展前景好、创新性高,移动互联网,2019/8/5 11:18
北京,海淀区,北京金山办公软件股份有限公司,金山办公软件,2000人以上,上市公司,数据分析——金融方向,15k-25k,3-5年,本科,六险一金、免费三餐、节假日福利,移动互联网,2019/7/29 11:36
北京,海淀区,北京爱奇艺科技有限公司,爱奇艺,2000人以上,上市公司,数据分析师,17k-25k,3-5年,本科,年轻团队，全面的福利待遇和晋升空间,文娱丨内容,2019/7/22 17:27
北京,海淀区,北京安证网络科技有限公司,安证科技,15-50人,未融资,资深数据分析师,35k-55k,5-10年,本科,4-8月奖金，团队氛围nice,"移动互联网,其他",2019/8/5 18:17
北京,海淀区,北京小米科技有限责任公司,小米,2000人以上,D轮及以上,小米贷款高级数据分析师---产品团队,25k-49k,5-10年,本科,餐补,硬件,2019/8/1 17:32
北京,海淀区,百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,数据分析实习工程师,3k-4k,应届毕业生,本科,成长空间大 优先转正,工具,2019/8/14 16:35
北京,海淀区,网宿科技股份有限公司北京分公司,网宿科技,2000人以上,上市公司,安全数据分析师,15k-25k,不限,本科,上市公司 优势领域 核心部门 晋升空间,移动互联网,2019/8/9 11:19
北京,海淀区,北京根网科技有限公司,根网科技,150-500人,不需要融资,量化金融数据分析师,10k-16k,1-3年,本科,发展空间大 个人成长迅速,金融,2019/7/31 10:15
北京,海淀区,新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,高级数据分析师,15k-30k,3-5年,本科,带薪年假，免费健身房，补充医疗,文娱丨内容,2019/8/13 9:23
北京,海淀区,好车酷酷二手车经纪（天津）有限公司,淘车二手车,2000人以上,A轮,高级数据分析师,15k-25k,3-5年,本科,扁平化管理,"移动互联网,电商",2019/8/1 17:02
北京,海淀区,北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,财务向数据分析专员,15k-30k,3-5年,本科,"12天年假,发展空间大",文娱丨内容,2019/8/14 9:21
北京,海淀区,北京奇礼居商贸有限公司,奇礼居,50-150人,不需要融资,数据分析师,6k-8k,应届毕业生,博士,年底双薪，临近地铁,消费生活,2019/7/20 7:23
北京,海淀区,北京小鹏汽车有限公司,小鹏汽车,2000人以上,B轮,资深数据分析师,15k-30k,3-5年,本科,弹性工作，年底双薪，期权激励,"移动互联网,人工智能",2019/8/7 8:48
北京,海淀区,北京中经惠众科技有限公司,中经惠众成都研发中心,50-150人,不需要融资,数据分析师/数据工程师/BI,15k-25k,5-10年,本科,五险一金、带薪年假、零食下午茶,"金融,企业服务",2019/7/18 17:07
北京,海淀区,北京百分点信息科技有限公司,百分点,500-2000人,D轮及以上,高级数据分析师(J10476),20k-30k,5-10年,本科,大数据 AI,数据服务,2019/8/8 13:53
北京,海淀区,微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,高级数据分析总监,50k-80k,10年以上,本科,六险一金、免费班车、免费健身房,文娱丨内容,2019/8/9 13:31
北京,海淀区,北京嘀嘀无限科技发展有限公司,滴滴,2000人以上,不需要融资,数据分析专家,20k-35k,3-5年,本科,公司多类型业务、全覆盖、高挑战性与成长性,汽车丨出行,2019/8/5 23:33
北京,海淀区,中国电信股份有限公司云计算分公司,中国电信云计算公司,500-2000人,上市公司,数据分析工程师（实习）,3k-4k,应届毕业生,硕士,500强,数据服务,2019/7/22 20:20
北京,海淀区,北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,商业营销-高级数据分析师,15k-30k,3-5年,本科,发展迅猛、平台广阔、战斗力超强,工具,2019/8/14 8:32
北京,海淀区,北京海博思创科技有限公司,HyperStrong,150-500人,B轮,数据分析工程师,15k-20k,不限,本科,朝阳行业 福利待遇具有极高的竞争力,"企业服务,消费生活",2019/8/2 16:23
北京,海淀区,北京锐安科技有限公司,锐安,500-2000人,未融资,数据分析工程师,9k-18k,应届毕业生,本科,发展空间大、福利多,"信息安全,数据服务",2019/8/1 11:46
北京,海淀区,联想（北京）有限公司,联想集团,2000人以上,上市公司,数据库开发及数据分析实习生,3k-6k,应届毕业生,不限,优秀团队，发展机会多，周末双休,"移动互联网,数据服务",2019/8/12 15:34
北京,海淀区,新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,高级数据分析师-用户增长方向,20k-30k,5-10年,本科,技术氛围浓厚、大平台、六险一金,文娱丨内容,2019/8/9 14:59
北京,海淀区,微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,高级数据分析师,25k-45k,5-10年,本科,平台大，发展前景好，薪资福利待遇丰厚,文娱丨内容,2019/8/5 11:08
北京,海淀区,四川誉铭佳信会计服务有限公司,誉铭佳信,500-2000人,不需要融资,数据分析专家,30k-50k,5-10年,本科,周末双休，待遇丰厚，管理扁平化,"移动互联网,电商",2019/7/28 16:35
北京,海淀区,联想（北京）有限公司,联想,2000人以上,上市公司,数据分析助理,2k-4k,应届毕业生,本科,国际化平台、扁平化管理,硬件,2019/7/24 10:32
北京,海淀区,北京智慧星光信息技术有限公司,智慧星光,500-2000人,不需要融资,产品经理（数据分析）,15k-25k,不限,本科,"牛人多,行业第一",数据服务,2019/8/14 17:04
北京,海淀区,北京爱奇艺科技有限公司,爱奇艺,2000人以上,上市公司,高级数据分析师,25k-40k,5-10年,本科,年轻团队，全面的福利待遇和晋升空间,文娱丨内容,2019/7/22 17:27
北京,海淀区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,数据分析运营经理,15k-25k,1-3年,本科,平台发展,社交,2019/8/12 17:28
北京,海淀区,北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,数据分析专家—机票事业部(J13344),20k-40k,5-10年,本科,16-21薪、扁平化、发展空间大,旅游,2019/8/14 12:23
北京,海淀区,北京共致开源信息科技有限公司,共致开源,50-150人,不需要融资,数据分析工程师实习生,4k-8k,应届毕业生,本科,"茶歇零食,节日福利,周末双休,五险一金","企业服务,数据服务",2019/8/12 13:51
北京,海淀区,北京小米科技有限责任公司,小米,2000人以上,D轮及以上,信贷数据分析师(北京),15k-29k,不限,不限,上市公司 年终奖 餐补,硬件,2019/8/1 17:32
北京,海淀区,北京微聚未来科技有限公司,微聚未来,500-2000人,不需要融资,BI数据分析师,20k-40k,3-5年,本科,七险一金、15-20薪、牛人团队,"移动互联网,金融",2019/8/14 10:28
北京,海淀区,北京若安咨询有限公司,若安咨询,15-50人,未融资,制造领域数据分析专家,30k-45k,5-10年,本科,知名上市公司，平台大福利好，技术大牛多,移动互联网,2019/8/9 9:58
北京,海淀区,北京金山办公软件股份有限公司,金山办公软件,2000人以上,上市公司,风控数据分析师,20k-35k,3-5年,本科,团队优秀 业务前景好 六险一金 年度旅行,移动互联网,2019/8/14 17:40
北京,海淀区,北京四方启点科技有限公司,四方启点,150-500人,未融资,运营数据分析师,10k-18k,3-5年,本科,"福利佳,待遇好,美女如云,地铁周边","移动互联网,数据服务",2019/8/14 10:33
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析师-直播产品方向,15k-30k,3-5年,本科,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,2019/8/13 8:19
北京,海淀区,北京开课吧科技有限公司,开课吧,500-2000人,C轮,数据分析讲师,12k-24k,1-3年,本科,五险一金，弹性工作制,"移动互联网,教育",2019/8/9 14:23
北京,海淀区,北京中电博亚科技有限公司,中电博亚,50-150人,A轮,运营数据分析专员,6k-12k,1-3年,本科,带薪年假、绩效奖金、弹性工作制、五险一金,"电商,游戏",2019/8/14 10:13
北京,海淀区,百融云创科技股份有限公司,百融云创,500-2000人,C轮,风控数据分析岗——实习生,3k-5k,应届毕业生,本科,"带薪年假,绩效奖金,年底双薪",金融,2019/8/14 10:04
北京,海淀区,北京嘀嘀无限科技发展有限公司,滴滴,2000人以上,不需要融资,运营数据分析专家-北京(J190619004),30k-45k,5-10年,本科,优秀团队 优越的办公环境 挑战自我,汽车丨出行,2019/8/14 10:24
北京,海淀区,北京弘合柏基金融信息服务有限责任公司,有利网,2000人以上,不需要融资,产品经理(数据分析方向),20k-35k,3-5年,本科,公司高大上 年终奖 各种福利,金融,2019/8/14 16:33
北京,海淀区,北京达佳互联信息技术有限公司,快手,2000人以上,D轮及以上,前端开发工程师-HR数据分析平台,15k-30k,3-5年,本科,快速发展，稳定平台,文娱丨内容,2019/8/14 11:12
北京,海淀区,微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,微博feed流业务数据分析专家,20k-40k,3-5年,硕士,机器学习、核心业务,文娱丨内容,2019/8/9 13:31
北京,海淀区,北京智慧星光信息技术有限公司,智慧星光,500-2000人,不需要融资,商务数据分析实习生,4k-6k,应届毕业生,本科,"牛人多,行业第一",数据服务,2019/8/14 17:04
北京,海淀区,北京车之家信息技术有限公司,汽车之家,2000人以上,上市公司,高级咨询师（数据分析）,33k-58k,3-5年,本科,上市公司，发展前景好，五险一金,汽车丨出行,2019/8/14 18:07
北京,海淀区,北京智优沃科技有限公司,智优沃,15-50人,未融资,风控数据分析师,18k-20k,3-5年,本科,年薪100-150万、加期权,企业服务,2019/7/15 18:02
北京,海淀区,好车酷酷二手车经纪（天津）有限公司,淘车二手车,2000人以上,A轮,算法工程师（数据分析）,25k-50k,5-10年,本科,股权、补助、带薪年假、六险一金,"移动互联网,电商",2019/7/31 16:15
北京,海淀区,中科天玑数据科技股份有限公司,中科天玑,150-500人,B轮,大数据分析产品经理,18k-30k,5-10年,本科,发展快，平台大，薪酬福利好,"移动互联网,数据服务",2019/8/14 11:45
北京,海淀区,北京道口贷科技有限公司,道口贷,50-150人,A轮,大数据分析工程师,15k-20k,3-5年,本科,需要熟练python,金融,2019/8/12 9:57
北京,海淀区,北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,总监业务助理（数据分析、行研方向）(J23275),10k-15k,1-3年,本科,"上市公司,六险一金 免费晚餐 福利优厚",教育,2019/8/14 16:45
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析师-电商方向,10k-20k,3-5年,本科,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,2019/8/13 8:14
北京,海淀区,北京达佳互联信息技术有限公司,快手,2000人以上,D轮及以上,Java后台开发工程师-HR数据分析平台,20k-40k,5-10年,本科,快速发展，稳定平台,文娱丨内容,2019/8/14 11:12
北京,海淀区,北京嘀嘀无限科技发展有限公司,滴滴,2000人以上,不需要融资,应急分析岗（数据分析方向）,14k-17k,3-5年,本科,班车 食堂 弹性工作制,汽车丨出行,2019/7/24 13:29
北京,海淀区,北京微方程科技有限公司,LinkedME,50-150人,B轮,大数据分析实习生,3k-5k,应届毕业生,本科,"14薪,公积金全额,年两次涨薪,免费午餐","移动互联网,企业服务",2019/8/14 18:33
北京,海淀区,昆仑智汇数据科技（北京）有限公司,K2DATA,150-500人,B轮,行业大数据分析科学家,15k-30k,5-10年,本科,"行业风口,大牛带路,扁平化,环境好",数据服务,2019/8/2 9:31
北京,海淀区,中国信息通信研究院,中国信通院,2000人以上,不需要融资,安全大数据分析工程师SAQ47,15k-20k,1-3年,本科,"发展空间大,工作氛围好,各种团建",通讯电子,2019/7/26 14:24
北京,海淀区,北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,大数据分析挖掘师-机票事业部(J12941),30k-60k,3-5年,硕士,"核心模块,海量数据,16薪+",旅游,2019/8/14 12:23
北京,海淀区,北京开课吧科技有限公司,开课吧,500-2000人,C轮,大数据分析讲师,25k-45k,3-5年,本科,五险一金，弹性工作制,"移动互联网,教育",2019/8/9 14:23
北京,海淀区,微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,大数据分析与挖掘工程师,20k-40k,不限,不限,互联网大公司,文娱丨内容,2019/7/26 10:19
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,大数据分析师,25k-30k,不限,本科,三餐下午茶 房补 商业医疗,文娱丨内容,2019/7/31 18:34
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析师-营收活动方向,15k-30k,1-3年,本科,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,2019/8/13 8:26
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,行业数据分析师,15k-30k,1-3年,本科,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,2019/8/13 8:14
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析师——增长方向,10k-20k,不限,本科,广阔的平台和发展空间。,文娱丨内容,2019/8/5 10:22
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,直播审核策略-数据分析方向（CPDA）,8k-15k,3-5年,本科,六险一金、免费三餐、团队氛围好,文娱丨内容,2019/8/6 18:22
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析实习生,3k-4k,不限,本科,免费三餐，租房补贴，休闲下午茶，扁平管理,文娱丨内容,2019/8/13 8:15
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,资深数据分析师,20k-40k,3-5年,本科,六险一金，高薪期权，弹性工作，免费三餐,文娱丨内容,2019/8/13 8:29
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析经理,13k-25k,3-5年,本科,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,2019/8/13 8:13
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,资深数据分析师,15k-30k,不限,本科,六险一金，弹性工作，免费三餐，团队氛围好,文娱丨内容,2019/8/13 8:14
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析实习生,4k-6k,不限,本科,弹性工作，免费三餐，租房补贴，休闲下午茶,文娱丨内容,2019/8/13 8:32
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,资深数据分析,10k-20k,3-5年,本科,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,2019/8/13 8:26
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析经理,15k-30k,不限,本科,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,2019/8/13 8:24
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,资深数据分析师,15k-30k,不限,本科,六险一金，弹性工作，免费三餐，团队氛围好,文娱丨内容,2019/8/13 8:26
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析专员（客服业务线）,8k-16k,1-3年,本科,六险一金，免费三餐，租房补贴,文娱丨内容,2019/8/13 8:16
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,资深数据分析专家,20k-40k,不限,本科,六险一金，弹性工作，免费三餐，团队氛围好,文娱丨内容,2019/8/13 8:14
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,商业化数据分析师,20k-40k,3-5年,本科,六险一金，弹性工作，免费三餐，租房补贴，扁平管理，职业大牛，晋升空间，团队氛围好,文娱丨内容,2019/8/13 8:15
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析实习生-垂直业务,5k-7k,不限,本科,弹性工作，免费三餐，租房补贴，休闲下午茶,文娱丨内容,2019/8/12 13:07
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析专家-反作弊,25k-45k,3-5年,本科,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,2019/8/13 8:24
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据仓库与数据分析实习生,3k-6k,不限,本科,弹性工作，免费三餐，租房补贴，休闲下午茶,文娱丨内容,2019/8/13 8:12
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析实习生-用户增长方向,2k-4k,不限,本科,免费三餐，租房补贴，休闲下午茶，扁平管理,文娱丨内容,2019/8/13 8:19
北京,海淀区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,人力数据分析师,20k-35k,3-5年,本科,六险一金，免费三餐，租房补贴，带薪休假,文娱丨内容,2019/8/13 8:19
