城市,区域,公司全名,公司简称,公司规模,融资阶段,职位名称,工资,工作经验,学历要求,职位福利,行业,发布时间
上海,浦东新区,永诚财产保险股份有限公司,永诚保险,2000人以上,上市公司,数据分析岗,10k-20k,5-10年,本科,带薪年假/定期体检/餐补/交通通讯补助/,"金融,移动互联网",2019/7/23 14:07
上海,浦东新区,上海糖硬文化传播有限公司,硬糖视频,15-50人,A轮,商业分析/数据分析,8k-15k,1-3年,硕士,福利优渥 行业领头羊 团队包容性强,文娱丨内容 教育,2019/8/13 15:48
上海,浦东新区,度小满科技（北京）有限公司,度小满金融,500-2000人,A轮,商业数据分析,25k-50k,5-10年,本科,福利待遇 发展空间 团队氛围,金融,2019/7/26 17:07
上海,杨浦区,上海玳鸽信息技术有限公司,玳鸽,50-150人,A轮,数据分析师,10k-18k,1-3年,硕士,团建旅游 企业培训,"企业服务,区块链",2019/7/23 11:00
上海,普陀区,上海爱奇尔贸易有限公司,爱奇尔,50-150人,不需要融资,数据分析师,8k-12k,1-3年,本科,"跨国财团,14+薪,弹性工作,非外包项目","电商,移动互联网",2019/8/12 10:02
上海,黄浦区,深圳市一面网络技术有限公司,一面数据,50-150人,A轮,数据分析师(商业方向，中高级,10k-20k,1-3年,本科,大数据人工智能；名校系大牛；技术氛围浓,"移动互联网,数据服务",2019/8/14 19:07
上海,长宁区,北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,广告数据分析师,20k-35k,3-5年,本科,发展前景好,文娱丨内容,2019/8/6 14:32
上海,浦东新区,上海阅文信息技术有限公司,阅文集团,500-2000人,上市公司,商业分析师/数据分析师,20k-40k,3-5年,本科,"Top团队,福利好,环境佳,发展快",文娱丨内容,2019/8/9 14:41
上海,浦东新区,上海海万信息科技股份有限公司,海万科技,500-2000人,不需要融资,可视化数据分析,6k-8k,1-3年,本科,五险一金　　　年终奖　　　体检旅游　　　,"移动互联网,金融",2019/7/30 13:17
上海,徐汇区,哈步数据科技（上海）有限公司,HARB,50-150人,B轮,客户成功数据分析师,10k-15k,1-3年,本科,"发展空间大,管理扁平,弹性工作,福利好",企业服务,2019/8/14 13:55
上海,浦东新区,上海银行,上海银行信用卡中心,2000人以上,不需要融资,数据分析师,15k-18k,3-5年,本科,"正式编制,餐补车贴,带薪年假,八险一金",金融,2019/7/31 9:13
上海,浦东新区,深圳市波思代尔贸易有限公司,波思代尔,15-50人,未融资,数据分析师,5k-10k,不限,硕士,工作地点为线上,"广告营销,文娱丨内容",2019/8/13 10:27
上海,杨浦区,上海繁简信息科技有限公司,八九杂谈,15-50人,未融资,高级数据分析师,15k-30k,不限,大专,数据管理,"社交,消费生活",2019/8/9 9:34
上海,长宁区,上海艾大软件有限公司,艾大,15-50人,未融资,数据分析师,8k-16k,应届毕业生,硕士,"专业团队,晋升机会,扁平化管理,带薪年假","企业服务,数据服务",2019/8/14 9:08
上海,浦东新区,瑞庭网络技术（上海）有限公司,安居客,500-2000人,上市公司,风险数据分析师,18k-25k,1-3年,本科,福利待遇发展前景好,移动互联网,2019/8/8 11:17
上海,浦东新区,上海南棠实业有限公司,上海南棠实业有限公司,150-500人,不需要融资,数据分析助理,5k-7k,应届毕业生,本科,每年一次体检、五险一金、过节福利,电商,2019/8/13 13:42
上海,徐汇区,平安健康互联网股份有限公司上海分公司,平安健康互联网,2000人以上,上市公司,数据分析经理,21k-35k,5-10年,本科,500强平台 互联网医疗独角兽,"移动互联网,医疗丨健康",2019/8/13 0:00
上海,黄浦区,广州华多网络科技有限公司,欢聚时代（YY Inc）,2000人以上,上市公司,风险数据分析师 (MJ001721),15k-30k,3-5年,本科,"福利多,平台大",文娱丨内容,2019/8/5 14:02
上海,普陀区,上海爱奇尔贸易有限公司,爱奇尔,50-150人,不需要融资,数据分析实习生,3k-5k,应届毕业生,本科,"跨国财团,弹性工作，有留用转正机会","电商,移动互联网",2019/8/12 10:02
上海,长宁区,乐麦信息技术（杭州）有限公司,乐麦信息技术（杭州）有限公司,500-2000人,不需要融资,数据分析师（实习生）,1k-2k,应届毕业生,本科,周末双休、节日福利,电商,2019/8/8 16:23
上海,闵行区,上海柏楚电子科技有限公司,柏楚电子,150-500人,不需要融资,数据分析师（设备健康管理方向）,11k-19k,1-3年,硕士,免费三餐、五险一金、健身房、年度出游,"硬件,其他",2019/8/9 11:25
上海,宝山区,杭州拓端数据科技有限公司,拓端数据,少于15人,未融资,数据分析师,8K-10K,1-3年,本科,"弹性,高薪,自宅工作","数据服务,电商",2019/7/26 9:53
上海,徐汇区,华鑫证券有限责任公司,华鑫证券,500-2000人,上市公司,数据分析师,12k-20k,1-3年,不限,领导是大牛、福利待遇好、晋升空间大,金融,2019/7/23 9:11
上海,浦东新区,永诚财产保险股份有限公司,永诚保险,2000人以上,上市公司,数据分析及科学决策岗,20k-40k,3-5年,本科,带薪年假/定期体检/餐补/交通通讯补助/,"金融,移动互联网",2019/7/27 11:39
上海,浦东新区,云鹊医疗科技（上海）有限公司,云鹊医疗,150-500人,不需要融资,数据分析实习,3k-4k,应届毕业生,不限,有留用机会,"医疗丨健康,移动互联网",2019/8/14 13:22
上海,普陀区,二十一世纪晨哨数据（上海）有限公司,晨哨网,15-50人,天使轮,数据分析师,15k-25k,3-5年,本科,-----全员期权 骨干股权-----,金融,2019/8/5 10:52
上海,宝山区,杭州拓端数据科技有限公司,拓端数据,少于15人,未融资,数据分析师,8K-12K,1-3年,本科,"弹性工作,零食茶点,丰富活动","数据服务,电商",2019/7/26 9:53
上海,长宁区,北京瀚亚世纪资产管理有限公司,瀚亚资本,2000人以上,不需要融资,数据分析师,30k-40k,3-5年,不限,职位发展空间大,金融,2019/8/1 15:12
上海,静安区,上海黑湖网络科技有限公司,黑湖科技,150-500人,B轮,数据分析实习生,5k-6k,应届毕业生,本科,"顶级vc,精英团队,前沿技术,硅谷文化","企业服务,数据服务",2019/8/10 14:27
上海,浦东新区,上海星魄新能源科技有限公司,星魄科技,少于15人,未融资,数据分析,20k-30k,3-5年,本科,五险一金,"企业服务,硬件",2019/7/17 15:12
上海,普陀区,精硕科技（北京）股份有限公司,AdMaster,2000人以上,不需要融资,2019校招-数据分析师（社会化媒体）,6k-8k,应届毕业生,本科,"发展空间大,福利待遇好,专业化培训,升职迅速",数据服务,2019/8/7 10:07
上海,徐汇区,顺丰科技有限公司,顺丰科技有限公司,2000人以上,不需要融资,SFJ-大数据挖掘与分析工程师（数据分析方向）,25k-50k,3-5年,硕士,弹性工作时间 发展空间大 午餐补贴,物流丨运输,2019/8/14 13:42
上海,杨浦区,上海晏鼠计算机技术有限公司,上海晏鼠计算机技术有限公司,15-50人,不需要融资,实习生-数据分析助理,3k-4k,应届毕业生,本科,周末双休、五险一金、员工旅游,"移动互联网,电商",2019/8/12 16:14
上海,浦东新区,浙江名天信息技术有限公司,浙江名天,50-150人,不需要融资,数据分析师/数据分析专家,30k-50k,3-5年,硕士,薪资高、福利好,"移动互联网,电商",2019/7/29 11:50
上海,松江区,上海闵行区青悦环保信息技术服务中心,上海青悦,少于15人,不需要融资,数据分析实习生,3k-5k,不限,本科,海量数据可供练习,数据服务,2019/8/5 8:55
上海,长宁区,上海神州数码有限公司,神州数码,500-2000人,上市公司,数据分析师,8k-15k,不限,硕士,"上市公司,平台广阔,项目机会,机遇晋升","硬件,数据服务",2019/7/19 16:54
上海,虹口区,怡峰商务咨询（上海）有限公司,Evolve,150-500人,上市公司,数据分析专员,20k-25k,1-3年,本科,五险一金 弹性工作 年终奖金 节日福利,"社交,消费生活",2019/8/14 13:31
上海,徐汇区,上海永辉云创科技有限公司,永辉云创科技有限公司,2000人以上,D轮及以上,数据分析师实习生,4k-5k,应届毕业生,本科,待遇优、空间大、平台好,"电商,消费生活",2019/8/14 9:45
上海,浦东新区,中云开源数据技术（上海）有限公司,中云数据,15-50人,未融资,数据分析师实习,2k-4k,应届毕业生,大专,倡导“专人专长、有才就有位”的用人原则。,数据服务,2019/8/8 9:16
上海,浦东新区,上海储田商务咨询有限公司,储田商务,15-50人,不需要融资,实习生 - SEO/SEM/数据分析方向,2k-4k,应届毕业生,本科,"实战培训,学习补贴,可转正,环境好","移动互联网,数据服务",2019/8/5 9:20
上海,普陀区,上海喔噻互联网科技有限公司,收钱吧,500-2000人,C轮,风控数据分析,8k-15k,1-3年,本科,互联网公司氛围 牛逼团队 广阔发展空间,移动互联网,2019/8/14 18:15
上海,徐汇区,网易（杭州）网络有限公司,网易,2000人以上,上市公司,高级游戏数据分析师,15k-20k,不限,本科,晋升空间大,电商,2019/8/7 11:46
上海,徐汇区,赛仕软件（北京）有限公司上海分公司,SAS,2000人以上,不需要融资,数据分析实习,2k-4k,应届毕业生,硕士,全球最佳雇主,"企业服务,数据服务",2019/8/3 17:05
上海,闸北区,上海欢尚电子商务有限公司,闪电降价APP,150-500人,B轮,bi数据分析师,10k-15k,1-3年,本科,大平台 六险一金 年终奖金 扁平化管理,"移动互联网,电商",2019/8/14 10:27
上海,黄浦区,瑞安管理（上海）有限公司,瑞安房地产,500-2000人,上市公司,数据分析经理,25k-35k,5-10年,本科,优质地产开发商 外企,其他,2019/8/1 15:48
上海,长宁区,上海麦图信息科技有限公司,麦图科技,15-50人,A轮,初级数据分析师（实习岗）,4k-8k,应届毕业生,本科,"带薪年假,弹性工作,扁平管理",数据服务,2019/8/7 13:50
上海,徐汇区,上海至数企业发展有限公司,至数,15-50人,A轮,初级数据分析师,5k-10k,应届毕业生,不限,发展前景好,"数据服务,硬件",2019/8/14 14:09
上海,浦东新区,上海育创网络科技有限公司,北风网,150-500人,B轮,数据分析师讲师,15k-30k,3-5年,本科,"美女多,不需要加班,交通方便,领导很好","教育,数据服务",2019/8/12 14:51
上海,长宁区,无锡英臻科技有限公司,英臻科技,50-150人,A轮,数据分析实习生,3k-5k,不限,本科,"团队年轻,在校实习",硬件,2019/7/30 8:55
上海,长宁区,北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,SQL数据分析师,15k-25k,3-5年,本科,电商平台业务,电商,2019/8/14 11:59
上海,静安区,上海欢兽实业有限公司,淘集集,500-2000人,B轮,BI数据分析师,15k-25k,3-5年,本科,平台大，空间大，福利好,电商,2019/8/14 18:12
上海,静安区,厦门美图之家科技有限公司,美图公司,2000人以上,上市公司,美图商业策略数据分析师,15k-30k,3-5年,本科,上市公司 六险一金 核心业务,硬件,2019/8/14 9:43
上海,闵行区,上海旺旺食品集团有限公司,旺旺集团,2000人以上,上市公司,销售数据分析,6k-8k,1-3年,大专,数据分析,"电商,移动互联网",2019/8/10 22:52
上海,闵行区,上海虎推网络科技股份有限公司,虎推网络,少于15人,未融资,风控数据分析师,16k-22k,3-5年,硕士,年终奖、节日福利、旅游、不定期活动等,企业服务,2019/8/14 9:30
上海,浦东新区,上海二三四五网络科技有限公司,2345.com,500-2000人,上市公司,大数据开发工程师（数据分析）,15k-30k,3-5年,本科,"A股上市,风口项目,待遇丰厚,氛围融洽","数据服务,移动互联网",2019/8/14 13:38
上海,虹口区,上海识装信息科技有限公司,毒APP,500-2000人,B轮,风控数据分析师（偏数据建模）,25k-50k,3-5年,本科,一年多薪 核心产品 扁平管理 氛围好,"移动互联网,电商",2019/8/14 18:43
上海,浦东新区,中国平安人寿保险股份有限公司,平安人寿,2000人以上,上市公司,02215M-BI数据分析师,10k-18k,1年以下,本科,"五险一金,带薪年假,年终分红,免费班车",金融,2019/8/14 0:00
上海,徐汇区,深圳虾皮信息科技有限公司,Shopee,2000人以上,上市公司,BI Manager - BI数据分析经理,14k-18k,5-10年,本科,"跨境电商,东南亚市场,老板强,工作氛围赞",电商,2019/8/14 10:28
上海,长宁区,北京三快在线科技有限公司,美团点评,2000人以上,上市公司,数据分析运营,15k-25k,3-5年,本科,大平台，核心业务,消费生活,2019/8/7 15:40
上海,长宁区,上海淡红金融科技有限公司,快牛金科,500-2000人,B轮,BI数据分析师,20k-25k,3-5年,本科,五险一金 带薪年假 年底N薪 年度旅游,其他,2019/8/8 10:30
上海,徐汇区,北京小米科技有限责任公司,小米,2000人以上,D轮及以上,信贷数据分析师(上海),15k-29k,不限,不限,上市公司 年终奖 餐补,硬件,2019/8/1 17:32
上海,徐汇区,上海项水网络科技有限公司,米立,50-150人,A轮,BI数据分析专家,25k-50k,3-5年,本科,弹性工作、旅游、股票期权,移动互联网,2019/8/14 11:31
上海,静安区,上海曙星网络科技有限公司,曙星网络,15-50人,不需要融资,风控数据分析师,10k-20k,1-3年,本科,公司福利多多,"电商,金融",2019/8/2 14:09
上海,浦东新区,上海海万信息科技股份有限公司,海万科技,500-2000人,不需要融资,bi数据分析师,12k-18k,3-5年,本科,大项目，大平台,"移动互联网,金融",2019/7/19 9:53
上海,黄浦区,上海盛惜投资管理有限公司,星合金融科技,50-150人,不需要融资,风控数据分析师,10k-20k,1-3年,本科,五险一金 弹性,"移动互联网,金融",2019/8/6 9:18
上海,浦东新区,上海韩创网络科技有限公司,韩创科技,500-2000人,不需要融资,bi数据分析师,15k-20k,1-3年,本科,大平台，互联网内容运营先锋，国际项目,"移动互联网,文娱丨内容",2019/7/18 11:43
上海,黄浦区,上海分蛋信息科技有限公司深圳分公司,上海分蛋信息科技有限公司深圳分公司,150-500人,B轮,BI数据分析工程师,12k-18k,不限,本科,五险一金 加班补助 年终奖 员工旅游,移动互联网,2019/7/30 16:30
上海,徐汇区,上海宏原信息科技有限公司,MarcPoint,15-50人,A轮,商业数据分析,10k-15k,1-3年,本科,工作氛围open 优秀团队 薪资福利好,"电商,广告营销",2019/8/12 10:29
上海,黄浦区,上海瑞阙文化发展有限公司,上海瑞阙文化发展有限公司,150-500人,不需要融资,安全数据分析平台高级开发工程师,40k-80k,1-3年,本科,"弹性工作,提供晚餐","移动互联网,金融",2019/8/14 18:49
上海,徐汇区,上海米哈游网络科技股份有限公司,上海米哈游,500-2000人,不需要融资,游戏舆情数据分析师,15k-30k,不限,本科,"扁平化,知名项目,年底多薪,六险一金","移动互联网,游戏",2019/8/14 14:50
上海,虹口区,上海靖琪网络科技有限公司,靖琪,50-150人,天使轮,高级数据分析总监,50k-100k,5-10年,本科,"公司实力强,成长空间大,福利待遇好",移动互联网,2019/8/1 13:55
上海,黄浦区,微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,商业数据分析实习生G04978,2k-3k,不限,本科,互联网行业,文娱丨内容,2019/8/12 11:04
上海,徐汇区,上海彩亿信息技术有限公司,有鱼金融科技,500-2000人,不需要融资,风控数据分析,10k-20k,1-3年,大专,五险一金、年终奖、带薪年假,"移动互联网,金融",2019/8/14 11:34
上海,长宁区,北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,风控数据分析师,15k-30k,3-5年,本科,大平台、福利好、牛人多,电商,2019/8/14 11:59
上海,徐汇区,北京本来工坊科技有限公司,本来生活网,2000人以上,C轮,用户运营（偏数据分析）,8k-13k,3-5年,本科,牛人带教、准上市,消费生活,2019/8/14 10:17
上海,长宁区,上海嘉之道企业管理咨询有限公司,时代嘉道咨询机构，嘉道信息技术,150-500人,未融资,汽车行业数据分析实习生,2k-4k,不限,本科,接触汽车产业，了解市场热点，与大咖共事。,"数据服务,广告营销",2019/8/2 11:30
上海,徐汇区,深圳寻找母星网络科技有限公司,寻找母星,50-150人,A轮,数据分析BI实习生,2k-4k,应届毕业生,本科,"工程师文化,晋升空间大,阿里大牛?","移动互联网,消费生活",2019/8/14 9:54
上海,徐汇区,爱海企业管理咨询（上海）有限公司,企鹅杏仁,500-2000人,B轮,财务分析（数据分析）,10k-15k,1-3年,本科,"晋升快,内部培训","移动互联网,消费生活",2019/8/9 18:23
上海,长宁区,上海凤虎宙思数据科技有限公司,blockdynamics,少于15人,未融资,后端开发工程师 | 区块链数据分析,25k-50k,3-5年,不限,股权机会，硅谷团队，晋升平台，高速成长,区块链,2019/7/30 15:24
上海,浦东新区,备实必（上海）软件科技有限公司,备实必,少于15人,不需要融资,bi数据分析师,7k-14k,1-3年,本科,"绩效奖金,交通报销,五险一金,定期体检","移动互联网,数据服务",2019/7/23 10:05
上海,徐汇区,上海猛犸信息服务有限公司,猛犸科技,15-50人,未融资,风控数据分析师,15k-30k,1-3年,本科,五险一金、节日福利、境外旅游,金融,2019/8/2 10:46
上海,静安区,北京创联在线科技有限公司,北京创联,150-500人,上市公司,数据分析运营实习生,2k-3k,不限,本科,美资上市公司；有转正机会,企业服务,2019/8/12 9:57
上海,黄浦区,上海埃特公关咨询有限公司,埃特公关,50-150人,不需要融资,数据分析师 Data Account Manage,10k-15k,3-5年,本科,六险一金，团队氛围好，办公环境好,广告营销,2019/7/31 15:21
上海,徐汇区,上海氪信信息技术有限公司,CraiditX,50-150人,B轮,实习生（数据分析方向）,3k-5k,应届毕业生,本科,"弹性工作,精英团队,零食水果,可转正","金融,数据服务",2019/8/14 18:24
上海,闵行区,上海元聚网络科技有限公司,上海元聚,150-500人,不需要融资,大数据分析工程师（数据产品分析方向）,10k-15k,1-3年,本科,"五险一金,员工旅游,绩效奖金,定期体检",移动互联网,2019/8/13 14:31
上海,浦东新区,上海传智播客教育培训有限公司,传智播客,2000人以上,上市公司,Python数据分析师,25k-40k,5-10年,本科,不打卡、扁平管理、年度旅游、公司氛围好,"移动互联网,教育",2019/7/31 15:21
上海,静安区,客锐市场信息咨询（上海）有限公司,客锐市场信息,15-50人,不需要融资,咨询项目助理（数据分析方向）,2k-4k,应届毕业生,不限,"咨询,发展空间大,可留用,成长空间大",数据服务,2019/8/14 0:27
上海,闵行区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,华东策略运营（用户数据分析方向）,12k-20k,3-5年,本科,六险一金，免费三餐，租房补贴，带薪休假,文娱丨内容,2019/8/13 15:09
上海,杨浦区,即科金融信息服务（上海）有限公司,GeexFinance,150-500人,A轮,资深数据分析师,10k-20k,3-5年,本科,"精英团队,优渥薪资,高速发展,大数据分析",金融,2019/8/8 15:25
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,数据分析师（智能客服方向）,20k-40k,3-5年,本科,成长空间,"电商,移动互联网",2019/7/28 10:18
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,数据分析师（广告方向）,20k-40k,3-5年,本科,福利待遇好，团队氛围好，公司潜力佳,"电商,移动互联网",2019/7/28 10:18
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,数据分析师,15k-30k,3-5年,本科,"平台好,大牛多,薪资待遇佳","电商,移动互联网",2019/7/28 10:18
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,数据分析师（社交方向）,20k-40k,1-3年,本科,福利待遇、发展前景、技术大牛,"电商,移动互联网",2019/7/28 10:18
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,搜索团队-数据分析师(BI),25k-50k,3-5年,本科,拼多多,"电商,移动互联网",2019/7/28 10:18
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,数据分析师（风控方向）,20k-40k,1-3年,本科,上升空间大，成长迅速，平台好，薪酬待遇高,"电商,移动互联网",2019/7/28 10:18
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,数据分析师（平台治理方向）,15k-30k,1年以下,本科,"平台好,大牛多,薪资待遇佳","电商,移动互联网",2019/7/28 10:18
上海,杨浦区,即科金融信息服务（上海）有限公司,GeexFinance,150-500人,A轮,数据分析总监,25k-35k,5-10年,本科,"精英团队,高速发展,五险一金,公司团建",金融,2019/8/8 15:25
上海,杨浦区,即科金融信息服务（上海）有限公司,GeexFinance,150-500人,A轮,数据分析经理,20k-30k,3-5年,本科,"数据分析,高端人才",金融,2019/8/8 15:25
上海,长宁区,算话智能科技有限公司,算话智能科技有限公司,50-150人,B轮,数据分析实习（可留意）,3k-5k,不限,不限,优秀团队、股票期权、绩效奖金、福利补贴,"数据服务,移动互联网",2019/8/13 9:28
上海,长宁区,算话智能科技有限公司,算话智能科技有限公司,50-150人,B轮,高级数据分析师,15k-30k,3-5年,本科,优秀团队、绩效奖金、福利津贴、定期体检,"数据服务,移动互联网",2019/8/13 9:28
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,数据分析专家,20k-40k,3-5年,本科,"公司发展快,个人成长大,福利待遇好","电商,移动互联网",2019/7/28 10:18
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,资深数据分析师,25k-50k,3-5年,硕士,上升空间大，成长迅速，平台好，薪酬待遇高,"电商,移动互联网",2019/7/28 10:18
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,业务数据分析,15k-25k,3-5年,本科,"提供三餐,发展空间大,绩效奖金","电商,移动互联网",2019/7/28 10:18
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,资深数据分析专家,30k-60k,不限,本科,发展好，薪资福利佳,"电商,移动互联网",2019/7/28 10:18
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,资深/专家数据分析师,20k-40k,3-5年,本科,"大牛多,成长快,福利好","电商,移动互联网",2019/7/28 10:18
上海,虹口区,虎扑（上海）文化传播股份有限公司,虎扑,150-500人,D轮及以上,BI数据分析师,15k-25k,1-3年,本科,"快速发展,团队靠谱,大平台","移动互联网,文娱丨内容",2019/8/14 9:36
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,BI数据分析师（推荐方向）,20k-40k,1-3年,本科,"平台好,团队优,大牛多","电商,移动互联网",2019/7/28 10:18
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,BI数据分析师,15k-30k,1-3年,本科,"大牛云集,亿级用户,福利佳","电商,移动互联网",2019/7/28 10:18
上海,长宁区,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,物流数据分析专家,9k-12k,1-3年,本科,"机会多,福利好,发展快","电商,移动互联网",2019/7/28 10:18
上海,长宁区,上海晓途网络科技有限公司,信用飞/首付游,150-500人,B轮,反欺诈大数据分析 (MJ000079),20k-30k,3-5年,本科,专业培训、扁平管理、晋升通畅、成长空间大,移动互联网,2019/8/14 14:18
深圳,南山区,万兴科技集团股份有限公司,万兴科技集团股份有限公司,500-2000人,上市公司,数据分析师,11k-22k,1-3年,不限,"平台大,待遇优,成长快",移动互联网,2019/8/13 14:46
深圳,福田区,中国平安财产保险股份有限公司,平安产险,2000人以上,上市公司,数据分析,10k-20k,应届毕业生,本科,五险一金、绩效奖金、定期体检、节日福利,金融,2019/8/14 10:52
深圳,福田区,深圳市华云中盛科技有限公司,华云中盛,500-2000人,不需要融资,数据分析师,8k-16k,1-3年,本科,发展前景,"数据服务,移动互联网",2019/8/13 11:29
深圳,宝安区,深圳点猫科技有限公司,编程猫,500-2000人,B轮,数据分析师,15k-30k,3-5年,本科,"能撸猫,有餐补,下午茶","移动互联网,教育",2019/8/13 18:11
深圳,南山区,深圳市一面网络技术有限公司,一面数据,50-150人,A轮,数据分析师（数据资产方向）,8k-15k,1-3年,本科,大数据人工智能；名校系大牛；技术氛围浓,"移动互联网,数据服务",2019/8/14 18:36
深圳,福田区,中信银行股份有限公司信用卡中心,中信银行信用卡中心,2000人以上,上市公司,数据分析岗,20k-40k,3-5年,不限,"金融,福利好","移动互联网,金融",2019/8/13 16:50
深圳,福田区,贝壳找房（北京）科技有限公司,贝壳,2000人以上,D轮及以上,数据分析师,7k-12k,3-5年,本科,大平台,房产家居,2019/8/10 14:33
深圳,宝安区,深圳市递四方信息科技有限公司,4PX,500-2000人,D轮及以上,数据分析专员,5k-8k,1-3年,大专,弹性工作 节日福利 定期体检,"移动互联网,电商",2019/8/14 19:15
深圳,南山区,OPPO广东移动通信有限公司,OPPO,2000人以上,不需要融资,高级数据分析师（搜索方向）,20k-40k,3-5年,本科,福利待遇好,硬件,2019/8/13 14:53
深圳,南山区,深圳市丰巢科技有限公司,深圳市丰巢科技有限公司,500-2000人,A轮,高级数据分析师,15k-30k,3-5年,本科,年终丰富，扁平管理，独角兽,消费生活,2019/7/31 18:38
深圳,南山区,一点网聚科技有限公司,一点资讯,500-2000人,D轮及以上,数据分析师,20k-40k,3-5年,本科,"七险一金,福利待遇好,带薪年假,年终奖金",文娱丨内容,2019/8/13 13:44
深圳,南山区,深圳游鱼文化传媒有限公司,游鱼文化传媒,50-150人,未融资,数据分析,5k-10k,1年以下,大专,弹性工作，节日福利,"移动互联网,电商",2019/8/12 21:54
深圳,福田区,深圳洽客科技有限公司,深圳洽客科技,50-150人,天使轮,数据分析师,10k-15k,3-5年,本科,集团背景，年轻开发团队，现代互金管理模式,"金融,移动互联网",2019/8/13 15:44
深圳,南山区,上海雅物电子商务有限公司,上海雅物电子商务有限公司,少于15人,未融资,电商运营经理/数据分析（知名设计师珠宝品牌）,15k-30k,5-10年,大专,管理职位，快速成长，团队氛围好,电商,2019/8/12 14:32
深圳,南山区,深圳市和讯华谷信息技术有限公司,极光,500-2000人,上市公司,数据分析师,10k-20k,1-3年,本科,上市公司、技术氛围好、弹性工作制,企业服务,2019/8/14 10:04
深圳,福田区,中国平安财产保险股份有限公司,平安产险,2000人以上,上市公司,032303-数据分析师,11k-22k,3-5年,硕士,"五险一金,绩效奖金,带薪年假,节日福利",金融,2019/8/14 0:00
深圳,福田区,贝壳找房（北京）科技有限公司,贝壳,2000人以上,D轮及以上,数据分析主管,7k-12k,不限,本科,互联网平台，平台化管理，晋升空间公平公正,房产家居,2019/8/9 12:51
深圳,南山区,万兴科技集团股份有限公司,万兴科技集团股份有限公司,500-2000人,上市公司,高级数据分析师,12k-24k,3-5年,本科,"平台大,待遇优,成长快",移动互联网,2019/8/13 15:15
深圳,南山区,OPPO广东移动通信有限公司,OPPO,2000人以上,不需要融资,数据分析助理(ETL),6k-12k,1-3年,本科,无敌海景、扁平管理、给力年终。,硬件,2019/8/14 16:50
深圳,宝安区,深圳小步网络科技有限公司,小步网络,150-500人,B轮,数据分析师,20k-40k,3-5年,本科,高薪酬股票期权热门海外业务氛围好牛人多,移动互联网,2019/8/14 15:21
深圳,南山区,深圳蓝贝科技有限公司,BLUE,500-2000人,C轮,数据分析,18k-30k,3-5年,本科,期权，东南亚市场，国际舞台,"消费生活,移动互联网",2019/8/14 16:24
深圳,南山区,深圳淘乐网络科技有限公司,淘乐网络,150-500人,不需要融资,数据分析师,10k-18k,1-3年,本科,五险一金 营养三餐 晋升空间 核心项目,游戏,2019/8/14 18:15
深圳,罗湖区,上海安硕信息技术股份有限公司,安硕信息（amarsoft）,2000人以上,上市公司,数据分析师,8k-16k,1-3年,本科,需求分析 信贷 金融,金融,2019/8/14 9:37
深圳,罗湖区,深圳市阿卡索资讯股份有限公司,阿卡索外教网,2000人以上,C轮,数据分析,15k-20k,1-3年,本科,"五险一金,员工旅游,健身俱乐部,带薪年假","教育,移动互联网",2019/8/13 15:01
深圳,南山区,天道计然（北京）信息科技有限责任公司,美利金融,2000人以上,B轮,数据分析师（反欺诈策略）,15k-20k,3-5年,本科,六险一金 绩效奖金 带薪年假,金融,2019/8/14 13:43
深圳,福田区,深圳市客路网络科技有限公司,KLOOK 客路旅行,500-2000人,D轮及以上,数据分析,18k-35k,1-3年,本科,国际化平台、环境舒适、好玩有趣,旅游,2019/8/12 9:55
深圳,南山区,深圳市乐易网络股份有限公司,乐易网络,150-500人,A轮,数据分析,8k-12k,1年以下,本科,"大神指导,高配团队,年终奖,带薪旅行","移动互联网,游戏",2019/8/14 8:54
深圳,南山区,海致网络技术（北京）有限公司,海致,150-500人,C轮,数据分析师,15k-25k,3-5年,本科,金融大数据 独角兽 有期权,"移动互联网,企业服务",2019/8/13 20:06
